scale	run	baseline_time_ms	patched_time_ms	baseline_ns_per_pixel	patched_ns_per_pixel	speedup_percent
2.41	2	4.7610	3.5641	10.6835	7.9978	33.580
2.41	3	4.7588	3.5491	10.6787	7.9641	34.085
2.41	median	4.7588	3.5591	10.6787	7.9866	33.708
2.42	1	4.7848	3.5851	10.6402	7.9723	33.465
2.42	2	4.7979	3.5911	10.6693	7.9856	33.607
2.42	3	4.7948	3.5841	10.6624	7.9702	33.778
2.42	median	4.7948	3.5851	10.6624	7.9723	33.743
2.43	1	4.8509	3.6099	10.6948	7.9588	34.377
2.43	2	4.8370	3.6180	10.6643	7.9767	33.693
2.43	3	4.8351	3.6061	10.6601	7.9504	34.083
2.43	median	4.8370	3.6099	10.6643	7.9588	33.994
2.44	1	4.8659	3.6349	10.6320	7.9423	33.866
2.44	2	4.8809	3.6461	10.6648	7.9668	33.866
2.44	3	4.8821	3.6321	10.6674	7.9361	34.416
2.44	median	4.8809	3.6349	10.6648	7.9423	34.278
2.45	1	4.8919	3.6621	10.6116	7.9440	33.580
2.45	2	4.9069	3.6662	10.6442	7.9528	33.842
2.45	3	4.9100	3.6559	10.6509	7.9305	34.303
2.45	median	4.9069	3.6621	10.6442	7.9440	33.990
2.46	1	4.9260	3.6809	10.6088	7.9274	33.824
2.46	2	4.9369	3.6850	10.6324	7.9362	33.973
2.46	3	4.9360	3.6778	10.6303	7.9208	34.207
2.46	median	4.9360	3.6809	10.6303	7.9274	34.096
2.47	1	4.9651	3.7091	10.5985	7.9174	33.863
2.47	2	4.9841	3.7210	10.6392	7.9429	33.946
2.47	3	4.9810	3.7091	10.6326	7.9174	34.294
2.47	median	4.9810	3.7091	10.6326	7.9174	34.294
2.48	1	5.0118	3.7410	10.6085	7.9187	33.968
2.48	2	5.0340	3.7410	10.6555	7.9187	34.561
2.48	3	5.0249	3.7391	10.6363	7.9147	34.387
2.48	median	5.0249	3.7410	10.6363	7.9187	34.319
2.49	1	5.0519	3.7670	10.5996	7.9038	34.108
2.49	2	5.0631	3.7589	10.6231	7.8868	34.695
2.49	3	5.0771	3.7680	10.6527	7.9058	34.745
2.49	median	5.0631	3.7670	10.6231	7.9038	34.405
2.50	1	5.0769	3.7799	10.5768	7.8748	34.312
2.50	2	5.0960	3.7899	10.6166	7.8956	34.462
2.50	3	5.0938	3.7789	10.6121	7.8728	34.794
2.50	median	5.0938	3.7799	10.6121	7.8748	34.760
2.51	1	5.1298	3.8300	10.6118	7.9229	33.938
2.51	2	5.1289	3.8359	10.6098	7.9352	33.706
2.51	3	5.1210	3.8321	10.5936	7.9273	33.634
2.51	median	5.1289	3.8321	10.6098	7.9273	33.839
2.52	1	5.1599	3.8571	10.5815	7.9100	33.774
2.52	2	5.1742	3.8610	10.6108	7.9178	34.012
2.52	3	5.1699	3.8481	10.6020	7.8914	34.349
2.52	median	5.1699	3.8571	10.6020	7.9100	34.033
2.53	1	5.2080	3.8819	10.5925	7.8954	34.160
2.53	2	5.2071	3.8931	10.5906	7.9182	33.750
2.53	3	5.2140	3.8900	10.6046	7.9119	34.034
2.53	median	5.2080	3.8900	10.5925	7.9119	33.881
2.54	1	5.2431	3.9170	10.5722	7.8982	33.856
2.54	2	5.2578	3.9239	10.6020	7.9122	33.996
2.54	3	5.2509	3.9139	10.5880	7.8920	34.161
2.54	median	5.2509	3.9170	10.5880	7.8982	34.056
2.55	1	5.3000	3.9401	10.6130	7.8898	34.515
2.55	2	5.2791	3.9420	10.5710	7.8936	33.919
2.55	3	5.2791	3.9382	10.5710	7.8860	34.048
2.55	median	5.2791	3.9401	10.5710	7.8898	33.983
2.56	1	5.2979	3.9620	10.5354	7.8789	33.717
2.56	2	5.2981	3.9608	10.5359	7.8765	33.764
2.56	3	5.3151	3.9549	10.5695	7.8647	34.392
2.56	median	5.2981	3.9608	10.5359	7.8765	33.764
2.57	1	5.3360	3.9880	10.5211	7.8632	33.802
2.57	2	5.3489	3.9949	10.5465	7.8769	33.892
2.57	3	5.3430	3.9890	10.5348	7.8651	33.944
2.57	median	5.3430	3.9890	10.5348	7.8651	33.944
2.58	1	5.3849	4.0188	10.5319	7.8600	33.994
2.58	2	5.3918	4.0190	10.5455	7.8605	34.158
2.58	3	5.3899	4.0169	10.5417	7.8563	34.181
2.58	median	5.3899	4.0188	10.5417	7.8600	34.118
2.59	1	5.4221	4.0381	10.5154	7.8313	34.274
2.59	2	5.4340	4.0531	10.5385	7.8604	34.071
2.59	3	5.4340	4.0412	10.5385	7.8373	34.466
2.59	median	5.4340	4.0412	10.5385	7.8373	34.466
2.60	1	5.4660	4.0660	10.5284	7.8317	34.433
2.60	2	5.4679	4.0698	10.5320	7.8391	34.352
2.60	3	5.4610	4.0660	10.5187	7.8317	34.309
2.60	median	5.4660	4.0660	10.5284	7.8317	34.433
2.61	1	5.4879	4.1070	10.4990	7.8571	33.624
2.61	2	5.5039	4.1151	10.5295	7.8726	33.749
2.61	3	5.5010	4.1051	10.5241	7.8535	34.005
2.61	median	5.5010	4.1070	10.5241	7.8571	33.944
2.62	1	5.5339	4.1392	10.4988	7.8527	33.697
2.62	2	5.5599	4.1430	10.5481	7.8600	34.200
2.62	3	5.5439	4.1389	10.5178	7.8523	33.945
2.62	median	5.5439	4.1392	10.5178	7.8527	33.939
2.63	1	5.5718	4.1609	10.4871	7.8315	33.909
2.63	2	5.5830	4.1778	10.5082	7.8633	33.636
2.63	3	5.5861	4.1690	10.5141	7.8467	33.994
2.63	median	5.5830	4.1690	10.5082	7.8467	33.919
2.64	1	5.6338	4.1981	10.5162	7.8362	34.200
2.64	2	5.6529	4.2062	10.5518	7.8513	34.396
2.64	3	5.6379	4.1959	10.5237	7.8322	34.365
2.64	median	5.6379	4.1981	10.5237	7.8362	34.296
2.65	1	5.6539	4.2229	10.4832	7.8299	33.887
2.65	2	5.6639	4.2269	10.5017	7.8374	33.995
2.65	3	5.6641	4.2250	10.5022	7.8339	34.061
2.65	median	5.6639	4.2250	10.5017	7.8339	34.055
2.66	1	5.6920	4.2410	10.4837	7.8112	34.214
2.66	2	5.7209	4.2579	10.5368	7.8424	34.357
2.66	3	5.7058	4.2429	10.5092	7.8147	34.480
2.66	median	5.7058	4.2429	10.5092	7.8147	34.480
2.67	1	5.7421	4.2758	10.4895	7.8109	34.293
2.67	2	5.7611	4.2839	10.5243	7.8257	34.484
2.67	3	5.7580	4.2760	10.5186	7.8113	34.659
2.67	median	5.7580	4.2760	10.5186	7.8113	34.659
2.68	1	5.7719	4.2958	10.4621	7.7866	34.360
2.68	2	5.7912	4.3099	10.4971	7.8121	34.370
2.68	3	5.7900	4.2970	10.4949	7.7888	34.743
2.68	median	5.7900	4.2970	10.4949	7.7888	34.743
2.69	1	5.8200	4.3249	10.4638	7.7757	34.571
2.69	2	5.8410	4.3340	10.5015	7.7920	34.773
2.69	3	5.8510	4.3268	10.5195	7.7792	35.226
2.69	median	5.8410	4.3268	10.5015	7.7792	34.995
2.70	1	5.8630	4.3619	10.4719	7.7908	34.414
2.70	2	5.8770	4.3659	10.4971	7.7981	34.611
2.70	3	5.8770	4.3480	10.4971	7.7661	35.166
2.70	median	5.8770	4.3619	10.4971	7.7908	34.737
2.71	1	5.8930	4.4000	10.4569	7.8077	33.931
2.71	2	5.9102	4.4150	10.4874	7.8343	33.865
2.71	3	5.9030	4.4010	10.4747	7.8094	34.129
2.71	median	5.9030	4.4010	10.4747	7.8094	34.129
2.72	1	5.9359	4.4341	10.4485	7.8050	33.869
2.72	2	5.9571	4.4451	10.4859	7.8243	34.017
2.72	3	5.9631	4.4322	10.4964	7.8017	34.540
2.72	median	5.9571	4.4341	10.4859	7.8050	34.348
2.73	1	5.9881	4.4570	10.4601	7.7856	34.352
2.73	2	6.0098	4.4701	10.4980	7.8085	34.443
2.73	3	5.9960	4.4620	10.4739	7.7943	34.379
2.73	median	5.9960	4.4620	10.4739	7.7943	34.379
2.74	1	6.0389	4.4930	10.4648	7.7859	34.407
2.74	2	6.0601	4.5049	10.5016	7.8066	34.522
2.74	3	6.0658	4.5009	10.5115	7.7996	34.770
2.74	median	6.0601	4.5009	10.5016	7.7996	34.643
2.75	1	6.0630	4.5130	10.4390	7.7704	34.343
2.75	2	6.0890	4.5321	10.4838	7.8032	34.353
2.75	3	6.0711	4.5180	10.4530	7.7790	34.375
2.75	median	6.0711	4.5180	10.4530	7.7790	34.375
2.76	1	6.0940	4.5400	10.4251	7.7667	34.228
2.76	2	6.1171	4.5531	10.4647	7.7891	34.351
2.76	3	6.1009	4.5419	10.4370	7.7699	34.326
2.76	median	6.1009	4.5419	10.4370	7.7699	34.326
2.77	1	6.1529	4.5750	10.4429	7.7649	34.489
2.77	2	6.1669	4.5791	10.4668	7.7718	34.677
2.77	3	6.1631	4.5741	10.4603	7.7633	34.740
2.77	median	6.1631	4.5750	10.4603	7.7649	34.713
2.78	1	6.1979	4.6039	10.4407	7.7554	34.625
2.78	2	6.2108	4.6079	10.4624	7.7623	34.785
2.78	3	6.1882	4.6051	10.4243	7.7574	34.379
2.78	median	6.1979	4.6051	10.4407	7.7574	34.590
2.79	1	6.2640	4.6320	10.4694	7.7418	35.232
2.79	2	6.2609	4.6489	10.4643	7.7701	34.674
2.79	3	6.2430	4.6391	10.4344	7.7538	34.571
2.79	median	6.2609	4.6391	10.4643	7.7538	34.957
2.80	1	6.2749	4.6570	10.4215	7.7345	34.740
2.80	2	6.2840	4.6711	10.4366	7.7579	34.529
2.80	3	6.2909	4.6580	10.4481	7.7361	35.056
2.80	median	6.2840	4.6580	10.4366	7.7361	34.908
2.81	1	6.3140	4.7081	10.4205	7.7700	34.112
2.81	2	6.3262	4.7090	10.4405	7.7716	34.342
2.81	3	6.3260	4.7059	10.4402	7.7665	34.426
2.81	median	6.3260	4.7081	10.4402	7.7700	34.366
2.82	1	6.3572	4.7479	10.4105	7.7751	33.895
2.82	2	6.3770	4.7560	10.4429	7.7883	34.084
2.82	3	6.3601	4.7450	10.4152	7.7704	34.037
2.82	median	6.3601	4.7479	10.4152	7.7751	33.956
2.83	1	6.4011	4.7672	10.4053	7.7493	34.274
2.83	2	6.4189	4.7810	10.4344	7.7718	34.260
2.83	3	6.4039	4.7660	10.4099	7.7474	34.366
2.83	median	6.4039	4.7672	10.4099	7.7493	34.333
2.84	1	6.4480	4.7998	10.4011	7.7425	34.338
2.84	2	6.4719	4.8099	10.4395	7.7586	34.554
2.84	3	6.4509	4.8048	10.4057	7.7505	34.258
2.84	median	6.4509	4.8048	10.4057	7.7505	34.258
2.85	1	6.4900	4.8270	10.4038	7.7380	34.451
2.85	2	6.5000	4.8311	10.4199	7.7445	34.546
2.85	3	6.4840	4.8239	10.3943	7.7330	34.415
2.85	median	6.4900	4.8270	10.4038	7.7380	34.451
2.86	1	6.5460	4.8499	10.4287	7.7266	34.971
2.86	2	6.5341	4.8540	10.4098	7.7331	34.614
2.86	3	6.5219	4.8530	10.3904	7.7315	34.390
2.86	median	6.5341	4.8530	10.4098	7.7315	34.641
2.87	1	6.5660	4.8859	10.3811	7.7247	34.388
2.87	2	6.5880	4.8878	10.4157	7.7278	34.782
2.87	3	6.5749	4.8831	10.3950	7.7202	34.647
2.87	median	6.5749	4.8859	10.3950	7.7247	34.568
2.88	1	6.6211	4.9121	10.3926	7.7101	34.792
2.88	2	6.6590	4.9131	10.4521	7.7116	35.537
2.88	3	6.6180	4.9169	10.3877	7.7176	34.598
2.88	median	6.6211	4.9131	10.3926	7.7116	34.766
2.89	1	6.6671	4.9441	10.3858	7.7017	34.851
2.89	2	6.6919	4.9531	10.4244	7.7158	35.105
2.89	3	6.6791	4.9472	10.4043	7.7065	35.007
2.89	median	6.6791	4.9472	10.4043	7.7065	35.007
2.90	1	6.7000	4.9701	10.3734	7.6949	34.809
2.90	2	6.7270	4.9798	10.4151	7.7101	35.084
2.90	3	6.6991	4.9732	10.3719	7.6997	34.705
2.90	median	6.7000	4.9732	10.3734	7.6997	34.725
2.91	1	6.7630	5.0189	10.4072	7.7234	34.749
2.91	2	6.7821	5.0330	10.4365	7.7450	34.751
2.91	3	6.7492	5.0218	10.3859	7.7278	34.397
2.91	median	6.7630	5.0218	10.4072	7.7278	34.672
2.92	1	6.8121	5.0571	10.4044	7.7239	34.704
2.92	2	6.8159	5.0628	10.4102	7.7326	34.627
2.92	3	6.7949	5.0540	10.3782	7.7192	34.447
2.92	median	6.8121	5.0571	10.4044	7.7239	34.704
2.93	1	6.8388	5.0790	10.3710	7.7023	34.648
2.93	2	6.8622	5.0910	10.4065	7.7204	34.792
2.93	3	6.8359	5.0828	10.3667	7.7081	34.491
2.93	median	6.8388	5.0828	10.3710	7.7081	34.547
2.94	1	6.9032	5.1129	10.3909	7.6961	35.015
2.94	2	6.9201	5.1250	10.4164	7.7144	35.025
2.94	3	6.8979	5.1131	10.3830	7.6965	34.905
2.94	median	6.9032	5.1131	10.3909	7.6965	35.008
2.95	1	6.9358	5.1360	10.3775	7.6846	35.043
2.95	2	6.9439	5.1470	10.3896	7.7010	34.912
2.95	3	6.9330	5.1360	10.3732	7.6846	34.987
2.95	median	6.9358	5.1360	10.3775	7.6846	35.043
2.96	1	6.9611	5.1680	10.3531	7.6862	34.697
2.96	2	6.9931	5.1820	10.4006	7.7071	34.948
2.96	3	6.9790	5.1780	10.3797	7.7011	34.782
2.96	median	6.9790	5.1780	10.3797	7.7011	34.782
2.97	1	7.0450	5.2040	10.4009	7.6828	35.379
2.97	2	7.0291	5.2121	10.3773	7.6948	34.861
2.97	3	7.0169	5.2030	10.3593	7.6814	34.862
2.97	median	7.0291	5.2040	10.3773	7.6828	35.072
2.98	1	7.0620	5.2261	10.3531	7.6617	35.128
2.98	2	7.0720	5.2371	10.3678	7.6778	35.036
2.98	3	7.0519	5.2299	10.3384	7.6673	34.838
2.98	median	7.0620	5.2299	10.3531	7.6673	35.029
2.99	1	7.1180	5.2600	10.3591	7.6551	35.323
2.99	2	7.1349	5.2822	10.3837	7.6873	35.076
2.99	3	7.1230	5.2700	10.3664	7.6696	35.162
2.99	median	7.1230	5.2700	10.3664	7.6696	35.162
3.00	1	7.1321	5.2800	10.3184	7.6389	35.077
3.00	2	7.1661	5.2998	10.3677	7.6675	35.216
3.00	3	7.1311	5.2869	10.3170	7.6489	34.882
3.00	median	7.1321	5.2869	10.3184	7.6489	34.900
3.01	1	7.1850	5.3530	10.3339	7.6990	34.224
3.01	2	7.2160	5.3489	10.3784	7.6931	34.905
3.01	3	7.1890	5.3492	10.3397	7.6935	34.395
3.01	median	7.1890	5.3492	10.3397	7.6935	34.395
3.02	1	7.2360	5.3761	10.3320	7.6763	34.596
3.02	2	7.2761	5.3899	10.3892	7.6961	34.993
3.02	3	7.2560	5.3790	10.3606	7.6804	34.897
3.02	median	7.2560	5.3790	10.3606	7.6804	34.897
3.03	1	7.2920	5.4121	10.3405	7.6747	34.735
3.03	2	7.3080	5.4169	10.3632	7.6814	34.913
3.03	3	7.3030	5.4221	10.3561	7.6889	34.689
3.03	median	7.3030	5.4169	10.3561	7.6814	34.820
3.04	1	7.3509	5.4450	10.3492	7.6659	35.003
3.04	2	7.3678	5.4519	10.3730	7.6756	35.143
3.04	3	7.3431	5.4419	10.3381	7.6615	34.936
3.04	median	7.3509	5.4450	10.3492	7.6659	35.003
3.05	1	7.3979	5.4719	10.3549	7.6592	35.196
3.05	2	7.3979	5.4951	10.3549	7.6915	34.628
3.05	3	7.3750	5.4700	10.3229	7.6565	34.825
3.05	median	7.3979	5.4719	10.3549	7.6592	35.196
3.06	1	7.4060	5.5091	10.3063	7.6666	34.431
3.06	2	7.4439	5.5060	10.3591	7.6623	35.196
3.06	3	7.4382	5.5132	10.3511	7.6723	34.915
3.06	median	7.4382	5.5091	10.3511	7.6666	35.016
3.07	1	7.4811	5.5320	10.3368	7.6437	35.233
3.07	2	7.4968	5.5380	10.3585	7.6520	35.370
3.07	3	7.4861	5.5299	10.3437	7.6408	35.375
3.07	median	7.4861	5.5320	10.3437	7.6437	35.323
3.08	1	7.5161	5.5559	10.3151	7.6248	35.284
3.08	2	7.5450	5.5759	10.3547	7.6523	35.315
3.08	3	7.5219	5.5668	10.3230	7.6399	35.120
3.08	median	7.5219	5.5668	10.3230	7.6399	35.120
3.09	1	7.6220	5.5981	10.3865	7.6285	36.154
3.09	2	7.5941	5.6200	10.3485	7.6584	35.126
3.09	3	7.5848	5.5971	10.3358	7.6272	35.512
3.09	median	7.5941	5.5981	10.3485	7.6285	35.656
3.10	1	7.6261	5.6219	10.3327	7.6173	35.648
3.10	2	7.6318	5.6350	10.3405	7.6350	35.435
3.10	3	7.6110	5.6322	10.3124	7.6312	35.135
3.10	median	7.6261	5.6322	10.3327	7.6312	35.401
3.11	1	7.6561	5.6870	10.3144	7.6616	34.625
3.11	2	7.6718	5.7030	10.3356	7.6832	34.522
3.11	3	7.6499	5.6911	10.3061	7.6671	34.420
3.11	median	7.6561	5.6911	10.3144	7.6671	34.528
3.12	1	7.7281	5.7180	10.3386	7.6495	35.154
3.12	2	7.7400	5.7321	10.3545	7.6683	35.030
3.12	3	7.7131	5.7280	10.3185	7.6629	34.655
3.12	median	7.7281	5.7280	10.3386	7.6629	34.918
3.13	1	7.7782	5.7580	10.3364	7.6519	35.083
3.13	2	7.7600	5.7609	10.3123	7.6557	34.701
3.13	3	7.7450	5.7631	10.2924	7.6585	34.392
3.13	median	7.7600	5.7609	10.3123	7.6557	34.701
3.14	1	7.8321	5.7840	10.3357	7.6330	35.408
3.14	2	7.8580	5.7960	10.3700	7.6487	35.579
3.14	3	7.8030	5.7781	10.2973	7.6251	35.045
3.14	median	7.8321	5.7840	10.3357	7.6330	35.408
3.15	1	7.8611	5.8048	10.3158	7.6173	35.426
3.15	2	7.8771	5.8150	10.3368	7.6308	35.462
3.15	3	7.8559	5.8100	10.3089	7.6242	35.213
3.15	median	7.8611	5.8100	10.3158	7.6242	35.303
3.16	1	7.8871	5.8410	10.2920	7.6220	35.030
3.16	2	7.8981	5.8460	10.3063	7.6285	35.103
3.16	3	7.8869	5.8451	10.2917	7.6273	34.932
3.16	median	7.8871	5.8451	10.2920	7.6273	34.936
3.17	1	7.9570	5.8682	10.3116	7.6047	35.595
3.17	2	7.9639	5.8808	10.3206	7.6211	35.421
3.17	3	7.9780	5.8832	10.3388	7.6242	35.605
3.17	median	7.9639	5.8808	10.3206	7.6211	35.421
3.18	1	7.9892	5.9080	10.2856	7.6062	35.227
3.18	2	7.9980	5.9190	10.2969	7.6203	35.125
3.18	3	7.9868	5.9109	10.2825	7.6099	35.120
3.18	median	7.9892	5.9109	10.2856	7.6099	35.161
3.19	1	8.0931	5.9400	10.3481	7.5950	36.249
3.19	2	8.0731	5.9531	10.3225	7.6118	35.612
3.19	3	8.0760	5.9428	10.3262	7.5987	35.894
3.19	median	8.0760	5.9428	10.3262	7.5987	35.894
3.20	1	8.1141	5.9731	10.3176	7.5952	35.844
3.20	2	8.1179	5.9800	10.3225	7.6040	35.751
3.20	3	8.1182	5.9748	10.3228	7.5973	35.875
3.20	median	8.1179	5.9748	10.3225	7.5973	35.871
3.21	1	8.1351	6.0251	10.2873	7.6191	35.020
3.21	2	8.1429	6.0332	10.2972	7.6293	34.969
3.21	3	8.1398	6.0430	10.2933	7.6417	34.699
3.21	median	8.1398	6.0332	10.2933	7.6293	34.918
3.22	1	8.2111	6.0699	10.3130	7.6237	35.276
3.22	2	8.2161	6.0699	10.3193	7.6237	35.358
3.22	3	8.2109	6.0601	10.3127	7.6114	35.490
3.22	median	8.2111	6.0699	10.3130	7.6237	35.276
3.23	1	8.2381	6.0980	10.2802	7.6097	35.093
3.23	2	8.2440	6.1040	10.2877	7.6171	35.061
3.23	3	8.2350	6.0980	10.2764	7.6097	35.043
3.23	median	8.2381	6.0980	10.2802	7.6097	35.093
3.24	1	8.3110	6.1269	10.3014	7.5942	35.648
3.24	2	8.3210	6.1572	10.3138	7.6317	35.144
3.24	3	8.3120	6.1302	10.3026	7.5983	35.591
3.24	median	8.3120	6.1302	10.3026	7.5983	35.591
3.25	1	8.3408	6.1619	10.2821	7.5961	35.360
3.25	2	8.3499	6.1750	10.2933	7.6122	35.221
3.25	3	8.3370	6.1579	10.2774	7.5911	35.387
3.25	median	8.3408	6.1619	10.2821	7.5961	35.360
3.26	1	8.3649	6.1948	10.2558	7.5952	35.030
3.26	2	8.3961	6.2060	10.2941	7.6089	35.290
3.26	3	8.3690	6.1839	10.2608	7.5817	35.336
3.26	median	8.3690	6.1948	10.2608	7.5952	35.096
3.27	1	8.4360	6.2220	10.2739	7.5776	35.583
3.27	2	8.4491	6.2418	10.2898	7.6017	35.362
3.27	3	8.4450	6.2349	10.2849	7.5932	35.449
3.27	median	8.4450	6.2349	10.2849	7.5932	35.449
3.28	1	8.5080	6.2680	10.2958	7.5852	35.735
3.28	2	8.5142	6.2730	10.3033	7.5913	35.725
3.28	3	8.5018	6.2649	10.2883	7.5814	35.704
3.28	median	8.5080	6.2680	10.2958	7.5852	35.735
3.29	1	8.5838	6.2990	10.3187	7.5721	36.273
3.29	2	8.5769	6.3119	10.3103	7.5876	35.884
3.29	3	8.5709	6.3000	10.3032	7.5733	36.046
3.29	median	8.5769	6.3000	10.3103	7.5733	36.140
3.30	1	8.6031	6.3279	10.2865	7.5660	35.957
3.30	2	8.6350	6.3400	10.3247	7.5806	36.199
3.30	3	8.6172	6.3329	10.3033	7.5720	36.071
3.30	median	8.6172	6.3329	10.3033	7.5720	36.071
3.31	1	8.6272	6.3820	10.2601	7.5900	35.179
3.31	2	8.6529	6.3899	10.2907	7.5993	35.416
3.31	3	8.6291	6.4011	10.2624	7.6126	34.808
3.31	median	8.6291	6.3899	10.2624	7.5993	35.044
3.32	1	8.7161	6.4290	10.2977	7.5955	35.576
3.32	2	8.7361	6.4399	10.3213	7.6085	35.655
3.32	3	8.7168	6.4240	10.2985	7.5896	35.692
3.32	median	8.7168	6.4290	10.2985	7.5955	35.587
3.33	1	8.7399	6.4468	10.2614	7.5691	35.570
3.33	2	8.7709	6.4640	10.2977	7.5892	35.689
3.33	3	8.7390	6.4549	10.2602	7.5786	35.384
3.33	median	8.7399	6.4549	10.2614	7.5786	35.400
3.34	1	8.8179	6.4909	10.2852	7.5710	35.850
3.34	2	8.8530	6.5210	10.3261	7.6061	35.761
3.34	3	8.8179	6.4940	10.2852	7.5747	35.784
3.34	median	8.8179	6.4940	10.2852	7.5747	35.784
3.35	1	8.8580	6.5250	10.2774	7.5706	35.754
3.35	2	8.8751	6.5501	10.2973	7.5997	35.496
3.35	3	8.8649	6.5200	10.2854	7.5648	35.964
3.35	median	8.8649	6.5250	10.2854	7.5706	35.860
3.36	1	8.8871	6.5489	10.2569	7.5583	35.704
3.36	2	8.9009	6.5739	10.2728	7.5872	35.396
3.36	3	8.8789	6.5501	10.2475	7.5597	35.554
3.36	median	8.8871	6.5501	10.2569	7.5597	35.679
3.37	1	8.9641	6.5880	10.2787	7.5541	36.068
3.37	2	8.9889	6.6168	10.3071	7.5872	35.849
3.37	3	8.9531	6.5880	10.2661	7.5541	35.901
3.37	median	8.9641	6.5880	10.2787	7.5541	36.068
3.38	1	8.9960	6.6168	10.2518	7.5405	35.957
3.38	2	9.0208	6.6452	10.2801	7.5729	35.749
3.38	3	8.9970	6.6221	10.2529	7.5465	35.863
3.38	median	8.9970	6.6221	10.2529	7.5465	35.863
3.39	1	9.0742	6.6481	10.2744	7.5273	36.495
3.39	2	9.0971	6.6650	10.3003	7.5465	36.491
3.39	3	9.0692	6.6512	10.2687	7.5308	36.356
3.39	median	9.0742	6.6512	10.2744	7.5308	36.432
3.40	1	9.1121	6.6850	10.2636	7.5298	36.306
3.40	2	9.1412	6.6979	10.2964	7.5443	36.479
3.40	3	9.1069	6.6960	10.2577	7.5422	36.004
3.40	median	9.1121	6.6960	10.2636	7.5422	36.082
3.41	1	9.1381	6.7420	10.2395	7.5546	35.540
3.41	2	9.1710	6.7770	10.2764	7.5939	35.324
3.41	3	9.1419	6.7511	10.2438	7.5647	35.416
3.41	median	9.1419	6.7511	10.2438	7.5647	35.416
3.42	1	9.2199	6.8049	10.2651	7.5764	35.488
3.42	2	9.2399	6.7971	10.2874	7.5677	35.938
3.42	3	9.2080	6.7840	10.2519	7.5531	35.731
3.42	median	9.2199	6.7971	10.2651	7.5677	35.644
3.43	1	9.2731	6.8300	10.2617	7.5582	35.769
3.43	2	9.2800	6.8471	10.2694	7.5772	35.530
3.43	3	9.2540	6.8262	10.2406	7.5540	35.565
3.43	median	9.2731	6.8300	10.2617	7.5582	35.769
3.44	1	9.3260	6.8510	10.2548	7.5333	36.126
3.44	2	9.3820	6.8882	10.3164	7.5742	36.204
3.44	3	9.3369	6.8600	10.2669	7.5432	36.108
3.44	median	9.3369	6.8600	10.2669	7.5432	36.108
3.45	1	9.3701	6.9129	10.2505	7.5625	35.544
3.45	2	9.4571	6.9051	10.3457	7.5539	36.958
3.45	3	9.3639	6.8951	10.2437	7.5429	35.806
3.45	median	9.3701	6.9051	10.2505	7.5539	35.698
3.46	1	9.4111	6.9101	10.2427	7.5207	36.193
3.46	2	9.4521	6.9411	10.2873	7.5544	36.176
3.46	3	9.3930	6.9191	10.2230	7.5306	35.753
3.46	median	9.4111	6.9191	10.2427	7.5306	36.014
3.47	1	9.4790	6.9768	10.2517	7.5456	35.863
3.47	2	9.5608	6.9680	10.3402	7.5360	37.211
3.47	3	9.4831	6.9540	10.2561	7.5208	36.370
3.47	median	9.4831	6.9680	10.2561	7.5360	36.095
3.48	1	9.5119	7.0190	10.2258	7.5458	35.516
3.48	2	9.5890	7.0009	10.3086	7.5263	36.968
3.48	3	9.5029	7.0038	10.2161	7.5294	35.683
3.48	median	9.5119	7.0038	10.2258	7.5294	35.812
3.49	1	9.6431	7.0250	10.3019	7.5050	37.267
3.49	2	9.6788	7.0541	10.3401	7.5361	37.208
3.49	3	9.5811	7.0441	10.2357	7.5254	36.015
3.49	median	9.6431	7.0441	10.3019	7.5254	36.895
3.50	1	9.6281	7.0651	10.2339	7.5096	36.278
3.50	2	9.7280	7.0841	10.3401	7.5299	37.321
3.50	3	9.6259	7.0660	10.2316	7.5106	36.229
3.50	median	9.6281	7.0660	10.2339	7.5106	36.259
3.51	1	9.6512	7.1230	10.2068	7.5330	35.494
3.51	2	9.7592	7.1549	10.3210	7.5668	36.398
3.51	3	9.6610	7.1280	10.2171	7.5383	35.536
3.51	median	9.6610	7.1280	10.2171	7.5383	35.536
3.52	1	9.7420	7.1712	10.2389	7.5369	35.850
3.52	2	9.8250	7.1900	10.3261	7.5567	36.648
3.52	3	9.7311	7.1800	10.2274	7.5462	35.530
3.52	median	9.7420	7.1800	10.2389	7.5462	35.683
3.53	1	9.7699	7.2179	10.2077	7.5413	35.357
3.53	2	9.8422	7.2260	10.2832	7.5498	36.205
3.53	3	9.7771	7.2110	10.2152	7.5341	35.586
3.53	median	9.7771	7.2179	10.2152	7.5413	35.457
3.54	1	9.8531	7.2391	10.2312	7.5169	36.109
3.54	2	9.9130	7.2398	10.2933	7.5176	36.923
3.54	3	9.8600	7.2451	10.2383	7.5230	36.093
3.54	median	9.8600	7.2398	10.2383	7.5176	36.191
3.55	1	9.8989	7.2711	10.2275	7.5124	36.142
3.55	2	9.9771	7.2851	10.3083	7.5269	36.953
3.55	3	9.9061	7.2598	10.2349	7.5008	36.451
3.55	median	9.9061	7.2711	10.2349	7.5124	36.240
3.56	1	9.9180	7.3009	10.1963	7.5057	35.847
3.56	2	9.9878	7.3102	10.2681	7.5153	36.629
3.56	3	9.9320	7.3090	10.2107	7.5140	35.889
3.56	median	9.9320	7.3090	10.2107	7.5140	35.889
3.57	1	10.0241	7.3302	10.2423	7.4898	36.750
