scale	run	baseline_time_ms	patched_time_ms	baseline_ns_per_pixel	patched_ns_per_pixel	speedup_percent
7.05	2	37.1311	26.9539	9.7274	7.0613	37.757
7.05	3	37.0710	26.9101	9.7117	7.0498	37.759
7.05	median	37.1261	26.9301	9.7261	7.0550	37.861
7.06	1	37.2100	26.9470	9.7237	7.0418	38.085
7.06	2	37.1912	27.0550	9.7187	7.0700	37.464
7.06	3	37.1470	26.9718	9.7072	7.0482	37.726
7.06	median	37.1912	26.9718	9.7187	7.0482	37.889
7.07	1	37.3290	27.0131	9.7246	7.0372	38.188
7.07	2	37.3449	27.1180	9.7288	7.0645	37.714
7.07	3	37.3020	27.0472	9.7176	7.0461	37.915
7.07	median	37.3290	27.0472	9.7246	7.0461	38.014
7.08	1	37.4942	27.0751	9.7389	7.0326	38.482
7.08	2	37.4660	27.1809	9.7316	7.0601	37.839
7.08	3	37.4391	27.1471	9.7246	7.0513	37.912
7.08	median	37.4660	27.1471	9.7316	7.0513	38.011
7.09	1	37.5018	27.1690	9.7109	7.0352	38.033
7.09	2	37.5228	27.2622	9.7163	7.0594	37.636
7.09	3	37.4651	27.2400	9.7014	7.0536	37.538
7.09	median	37.5018	27.2400	9.7109	7.0536	37.673
7.10	1	37.6451	27.2150	9.7237	7.0296	38.325
7.10	2	37.5710	27.2949	9.7045	7.0502	37.649
7.10	3	37.5850	27.2410	9.7082	7.0363	37.973
7.10	median	37.5850	27.2410	9.7082	7.0363	37.973
7.11	1	37.7750	27.4470	9.7330	7.0719	37.629
7.11	2	37.6971	27.4320	9.7129	7.0680	37.421
7.11	3	37.6549	27.4050	9.7020	7.0611	37.401
7.11	median	37.6971	27.4320	9.7129	7.0680	37.421
7.12	1	37.8132	27.4310	9.7129	7.0461	37.848
7.12	2	37.8079	27.5340	9.7115	7.0725	37.314
7.12	3	37.7700	27.5280	9.7018	7.0710	37.205
7.12	median	37.8079	27.5280	9.7115	7.0710	37.343
7.13	1	37.9572	27.5331	9.7214	7.0516	37.861
7.13	2	37.9670	27.5950	9.7239	7.0675	37.586
7.13	3	37.9310	27.5340	9.7147	7.0519	37.760
7.13	median	37.9572	27.5340	9.7214	7.0519	37.855
7.14	1	38.0821	27.5631	9.7235	7.0377	38.163
7.14	2	38.0559	27.7140	9.7168	7.0762	37.317
7.14	3	38.0459	27.6358	9.7143	7.0563	37.668
7.14	median	38.0559	27.6358	9.7168	7.0563	37.704
7.15	1	38.1801	27.6339	9.7244	7.0383	38.164
7.15	2	38.0831	27.7519	9.6997	7.0684	37.226
7.15	3	38.1050	27.6849	9.7053	7.0513	37.638
7.15	median	38.1050	27.6849	9.7053	7.0513	37.638
7.16	1	38.2311	27.7002	9.7133	7.0378	38.016
7.16	2	38.2061	27.7820	9.7070	7.0585	37.522
7.16	3	38.1711	27.7250	9.6981	7.0441	37.677
7.16	median	38.2061	27.7250	9.7070	7.0441	37.803
7.17	1	38.3451	27.7801	9.7126	7.0365	38.032
7.17	2	38.3849	27.8790	9.7227	7.0616	37.684
7.17	3	38.3410	27.8101	9.7116	7.0441	37.869
7.17	median	38.3451	27.8101	9.7126	7.0441	37.883
7.18	1	38.5149	27.8540	9.7273	7.0348	38.274
7.18	2	38.4500	27.9500	9.7109	7.0591	37.566
7.18	3	38.4510	27.9231	9.7112	7.0523	37.703
7.18	median	38.4510	27.9231	9.7112	7.0523	37.703
7.19	1	38.6181	27.9560	9.7237	7.0391	38.138
7.19	2	38.5170	28.0051	9.6983	7.0515	37.535
7.19	3	38.5718	27.9632	9.7121	7.0409	37.938
7.19	median	38.5718	27.9632	9.7121	7.0409	37.938
7.20	1	38.6660	27.9801	9.7119	7.0279	38.191
7.20	2	38.6250	28.0590	9.7016	7.0477	37.656
7.20	3	38.6469	28.0721	9.7071	7.0510	37.670
7.20	median	38.6469	28.0590	9.7071	7.0477	37.734
7.21	1	38.7418	28.1129	9.7070	7.0439	37.807
7.21	2	38.7700	28.1801	9.7141	7.0607	37.580
7.21	3	38.7521	28.1529	9.7096	7.0539	37.649
7.21	median	38.7521	28.1529	9.7096	7.0539	37.649
7.22	1	38.8799	28.1880	9.7121	7.0413	37.930
7.22	2	38.8300	28.2412	9.6997	7.0546	37.495
7.22	3	38.9040	28.2090	9.7181	7.0466	37.912
7.22	median	38.8799	28.2090	9.7121	7.0466	37.827
7.23	1	39.0239	28.2359	9.7200	7.0330	38.206
7.23	2	39.0251	28.3248	9.7203	7.0551	37.777
7.23	3	39.0160	28.2919	9.7181	7.0469	37.906
7.23	median	39.0239	28.2919	9.7200	7.0469	37.933
7.24	1	39.0851	28.3749	9.7059	7.0463	37.745
7.24	2	39.0689	28.4212	9.7019	7.0577	37.465
7.24	3	39.0730	28.3749	9.7029	7.0463	37.702
7.24	median	39.0730	28.3749	9.7029	7.0463	37.702
7.25	1	39.1350	28.3809	9.6946	7.0305	37.893
7.25	2	39.1719	28.4750	9.7037	7.0539	37.565
7.25	3	39.1669	28.4791	9.7025	7.0549	37.529
7.25	median	39.1669	28.4750	9.7025	7.0539	37.548
7.26	1	39.3059	28.4660	9.7132	7.0344	38.081
7.26	2	39.2618	28.5940	9.7023	7.0661	37.308
7.26	3	39.2890	28.5261	9.7090	7.0493	37.730
7.26	median	39.2890	28.5261	9.7090	7.0493	37.730
7.27	1	39.4201	28.5490	9.7121	7.0337	38.080
7.27	2	39.4080	28.6310	9.7091	7.0539	37.642
7.27	3	39.3529	28.5761	9.6955	7.0404	37.712
7.27	median	39.4080	28.5761	9.7091	7.0404	37.906
7.28	1	39.4990	28.6210	9.7037	7.0313	38.007
7.28	2	39.5679	28.6920	9.7206	7.0487	37.906
7.28	3	39.5849	28.6481	9.7248	7.0380	38.176
7.28	median	39.5679	28.6481	9.7206	7.0380	38.116
7.29	1	39.5460	28.7011	9.6861	7.0298	37.786
7.29	2	39.5839	28.7969	9.6954	7.0533	37.459
7.29	3	39.5858	28.7418	9.6959	7.0398	37.730
7.29	median	39.5839	28.7418	9.6954	7.0398	37.723
7.30	1	39.6900	28.7609	9.6978	7.0274	38.000
7.30	2	39.7561	28.8310	9.7140	7.0445	37.895
7.30	3	39.7360	28.7750	9.7091	7.0309	38.092
7.30	median	39.7360	28.7750	9.7091	7.0309	38.092
7.31	1	39.8281	28.9199	9.7080	7.0492	37.718
7.31	2	39.8791	29.0699	9.7204	7.0857	37.183
7.31	3	39.8672	28.9700	9.7175	7.0614	37.614
7.31	median	39.8672	28.9700	9.7175	7.0614	37.614
7.32	1	39.9091	29.0029	9.6987	7.0483	37.603
7.32	2	39.9759	29.0699	9.7149	7.0646	37.515
7.32	3	39.9580	29.0170	9.7106	7.0517	37.706
7.32	median	39.9580	29.0170	9.7106	7.0517	37.706
7.33	1	40.0748	29.0749	9.7113	7.0457	37.833
7.33	2	40.1521	29.1681	9.7300	7.0683	37.657
7.33	3	40.1561	29.1581	9.7310	7.0659	37.718
7.33	median	40.1521	29.1581	9.7300	7.0659	37.704
7.34	1	40.2262	29.1700	9.7190	7.0477	37.903
7.34	2	40.2009	29.2590	9.7129	7.0692	37.397
7.34	3	40.2281	29.2001	9.7194	7.0550	37.766
7.34	median	40.2262	29.2001	9.7190	7.0550	37.760
7.35	1	40.2751	29.2199	9.7074	7.0428	37.834
7.35	2	40.3149	29.3679	9.7169	7.0784	37.275
7.35	3	40.2820	29.2490	9.7090	7.0498	37.720
7.35	median	40.2820	29.2490	9.7090	7.0498	37.720
7.36	1	40.3638	29.3109	9.7053	7.0477	37.709
7.36	2	40.4410	29.4061	9.7239	7.0706	37.526
7.36	3	40.4520	29.3829	9.7265	7.0650	37.672
7.36	median	40.4410	29.3829	9.7239	7.0650	37.635
7.37	1	40.4570	29.3639	9.6989	7.0395	37.778
7.37	2	40.4959	29.4330	9.7082	7.0561	37.586
7.37	3	40.5469	29.4061	9.7204	7.0496	37.886
7.37	median	40.4959	29.4061	9.7082	7.0496	37.713
7.38	1	40.6301	29.4290	9.7129	7.0352	38.061
7.38	2	40.7100	29.4950	9.7320	7.0510	38.023
7.38	3	40.6730	29.4828	9.7232	7.0481	37.955
7.38	median	40.6730	29.4828	9.7232	7.0481	37.955
7.39	1	40.7450	29.5322	9.7116	7.0390	37.968
7.39	2	40.7829	29.6400	9.7206	7.0647	37.594
7.39	3	40.7541	29.5689	9.7137	7.0478	37.826
7.39	median	40.7541	29.5689	9.7137	7.0478	37.826
7.40	1	40.8139	29.6071	9.7047	7.0400	37.851
7.40	2	40.8349	29.7151	9.7097	7.0656	37.422
7.40	3	40.9050	29.6011	9.7264	7.0385	38.189
7.40	median	40.8349	29.6071	9.7097	7.0400	37.922
7.41	1	40.9100	29.7530	9.7043	7.0578	37.498
7.41	2	40.9310	29.8202	9.7093	7.0737	37.259
7.41	3	40.9701	29.8381	9.7186	7.0780	37.307
7.41	median	40.9310	29.8202	9.7093	7.0737	37.259
7.42	1	41.1110	29.8588	9.7233	7.0620	37.685
7.42	2	41.0960	29.9830	9.7197	7.0914	37.063
7.42	3	41.0969	29.8660	9.7200	7.0637	37.605
7.42	median	41.0969	29.8660	9.7200	7.0637	37.605
7.43	1	41.2240	29.9592	9.7227	7.0659	37.600
7.43	2	41.2230	29.9771	9.7225	7.0701	37.516
7.43	3	41.2869	30.0059	9.7375	7.0769	37.596
7.43	median	41.2240	29.9771	9.7227	7.0701	37.519
7.44	1	41.2629	30.0181	9.7033	7.0590	37.460
7.44	2	41.3401	30.0510	9.7214	7.0667	37.566
7.44	3	41.3561	30.0050	9.7252	7.0559	37.831
7.44	median	41.3401	30.0181	9.7214	7.0590	37.716
7.45	1	41.3828	30.1142	9.7084	7.0648	37.419
7.45	2	41.3680	30.1421	9.7049	7.0713	37.244
7.45	3	41.4131	30.0920	9.7155	7.0596	37.621
7.45	median	41.3828	30.1142	9.7084	7.0648	37.419
7.46	1	41.5351	30.1030	9.7210	7.0454	37.977
7.46	2	41.5061	30.2160	9.7142	7.0718	37.365
7.46	3	41.5590	30.1700	9.7266	7.0611	37.749
7.46	median	41.5351	30.1700	9.7210	7.0611	37.670
7.47	1	41.6310	30.2219	9.7149	7.0525	37.751
7.47	2	41.6470	30.3731	9.7186	7.0878	37.117
7.47	3	41.6861	30.2510	9.7278	7.0593	37.801
7.47	median	41.6470	30.2510	9.7186	7.0593	37.671
7.48	1	41.7778	30.3340	9.7220	7.0590	37.725
7.48	2	41.8010	30.3950	9.7274	7.0732	37.525
7.48	3	41.8699	30.3171	9.7435	7.0550	38.108
7.48	median	41.8010	30.3340	9.7274	7.0590	37.801
7.49	1	41.8479	30.3650	9.7099	7.0456	37.815
7.49	2	41.8699	30.4282	9.7150	7.0602	37.602
7.49	3	41.9271	30.3829	9.7283	7.0497	37.996
7.49	median	41.8699	30.3829	9.7150	7.0497	37.807
7.50	1	42.0258	30.4391	9.7282	7.0461	38.065
7.50	2	41.9719	30.5650	9.7157	7.0752	37.320
7.50	3	41.9929	30.4689	9.7206	7.0530	37.822
7.50	median	41.9929	30.4689	9.7206	7.0530	37.822
7.51	1	42.0959	30.5951	9.7215	7.0655	37.591
7.51	2	42.1200	30.6902	9.7270	7.0875	37.242
7.51	3	42.1698	30.6621	9.7385	7.0810	37.530
7.51	median	42.1200	30.6621	9.7270	7.0810	37.368
7.52	1	42.2299	30.6480	9.7240	7.0571	37.790
7.52	2	42.2392	30.6771	9.7262	7.0638	37.691
7.52	3	42.3200	30.6811	9.7448	7.0648	37.935
7.52	median	42.2392	30.6771	9.7262	7.0638	37.691
7.53	1	42.4170	30.7131	9.7401	7.0526	38.107
7.53	2	42.4359	30.7150	9.7445	7.0530	38.161
7.53	3	42.4490	30.7369	9.7475	7.0581	38.104
7.53	median	42.4359	30.7150	9.7445	7.0530	38.161
7.54	1	42.4850	30.8828	9.7275	7.0710	37.569
7.54	2	42.4180	30.8592	9.7121	7.0656	37.456
7.54	3	42.4650	30.8352	9.7229	7.0601	37.716
7.54	median	42.4650	30.8592	9.7229	7.0656	37.609
7.55	1	42.5150	30.8938	9.7115	7.0569	37.617
7.55	2	42.6309	30.9970	9.7380	7.0805	37.533
7.55	3	42.6691	30.9279	9.7467	7.0647	37.963
7.55	median	42.6309	30.9279	9.7380	7.0647	37.840
7.56	1	42.6328	30.9350	9.7156	7.0498	37.814
7.56	2	42.6741	31.0040	9.7250	7.0655	37.641
7.56	3	42.6791	31.0061	9.7262	7.0660	37.648
7.56	median	42.6741	31.0040	9.7250	7.0655	37.641
7.57	1	42.8951	30.9920	9.7472	7.0424	38.407
7.57	2	42.8610	31.0981	9.7394	7.0665	37.825
7.57	3	42.8960	31.0328	9.7474	7.0517	38.228
7.57	median	42.8951	31.0328	9.7472	7.0517	38.225
7.58	1	42.9990	31.0850	9.7440	7.0441	38.329
7.58	2	43.0050	31.1079	9.7453	7.0493	38.245
7.58	3	43.0281	31.0740	9.7505	7.0416	38.470
7.58	median	43.0050	31.0850	9.7453	7.0441	38.347
7.59	1	43.0031	31.1859	9.7168	7.0466	37.893
7.59	2	43.0450	31.2300	9.7263	7.0566	37.833
7.59	3	43.0961	31.2059	9.7378	7.0512	38.101
7.59	median	43.0450	31.2059	9.7263	7.0512	37.938
7.60	1	43.0670	31.2390	9.7086	7.0422	37.863
7.60	2	43.1359	31.3389	9.7241	7.0647	37.643
7.60	3	43.1712	31.2340	9.7321	7.0411	38.218
7.60	median	43.1359	31.2390	9.7241	7.0422	38.083
7.61	1	43.2990	31.4012	9.7382	7.0623	37.890
7.61	2	43.3030	31.4548	9.7391	7.0744	37.667
7.61	3	43.2479	31.4851	9.7267	7.0812	37.359
7.61	median	43.2990	31.4548	9.7382	7.0744	37.654
7.62	1	43.3540	31.5428	9.7226	7.0738	37.445
7.62	2	43.3888	31.5030	9.7304	7.0649	37.729
7.62	3	43.4430	31.5139	9.7425	7.0673	37.853
7.62	median	43.3888	31.5139	9.7304	7.0673	37.682
7.63	1	43.5560	31.5371	9.7412	7.0532	38.110
7.63	2	43.5870	31.5530	9.7482	7.0568	38.139
7.63	3	43.5541	31.6122	9.7408	7.0700	37.777
7.63	median	43.5560	31.5530	9.7412	7.0568	38.040
7.64	1	43.5979	31.7070	9.7227	7.0709	37.503
7.64	2	43.6518	31.7090	9.7347	7.0714	37.663
7.64	3	43.6802	31.7080	9.7411	7.0712	37.757
7.64	median	43.6518	31.7080	9.7347	7.0712	37.667
7.65	1	43.7129	31.6970	9.7258	7.0524	37.908
7.65	2	43.7570	31.7371	9.7356	7.0613	37.873
7.65	3	43.7319	31.7090	9.7300	7.0550	37.916
7.65	median	43.7319	31.7090	9.7300	7.0550	37.916
7.66	1	43.7939	31.7881	9.7213	7.0563	37.768
7.66	2	43.8602	31.8451	9.7360	7.0689	37.730
7.66	3	43.8192	31.8661	9.7269	7.0736	37.510
7.66	median	43.8192	31.8451	9.7269	7.0689	37.601
7.67	1	43.9260	31.8391	9.7228	7.0475	37.961
7.67	2	43.9861	31.9099	9.7361	7.0631	37.845
7.67	3	43.9680	31.8642	9.7321	7.0530	37.985
7.67	median	43.9680	31.8642	9.7321	7.0530	37.985
7.68	1	44.1031	31.9321	9.7356	7.0489	38.115
7.68	2	44.1020	31.9560	9.7353	7.0541	38.009
7.68	3	44.1191	31.9231	9.7391	7.0469	38.204
7.68	median	44.1031	31.9321	9.7356	7.0489	38.115
7.69	1	44.1160	32.0270	9.7108	7.0497	37.748
7.69	2	44.1790	32.0721	9.7246	7.0597	37.748
7.69	3	44.1940	32.0921	9.7279	7.0641	37.709
7.69	median	44.1790	32.0721	9.7246	7.0597	37.748
7.70	1	44.2078	32.1050	9.7086	7.0507	37.697
7.70	2	44.2679	32.1069	9.7218	7.0511	37.876
7.70	3	44.3370	32.0649	9.7370	7.0419	38.272
7.70	median	44.2679	32.1050	9.7218	7.0507	37.884
7.71	1	44.3990	32.2340	9.7282	7.0627	37.741
7.71	2	44.3769	32.2671	9.7233	7.0700	37.529
7.71	3	44.4160	32.2549	9.7319	7.0673	37.703
7.71	median	44.3990	32.2549	9.7282	7.0673	37.651
7.72	1	44.5380	32.3689	9.7310	7.0722	37.595
7.72	2	44.5631	32.3620	9.7365	7.0707	37.702
7.72	3	44.5499	32.3629	9.7336	7.0709	37.657
7.72	median	44.5499	32.3629	9.7336	7.0709	37.657
7.73	1	44.6329	32.4700	9.7255	7.0752	37.459
7.73	2	44.7249	32.4299	9.7455	7.0665	37.911
7.73	3	44.6830	32.4190	9.7364	7.0641	37.829
7.73	median	44.6830	32.4299	9.7364	7.0665	37.782
7.74	1	44.7278	32.4759	9.7186	7.0565	37.726
7.74	2	44.7478	32.5401	9.7230	7.0704	37.517
7.74	3	44.7280	32.5899	9.7187	7.0813	37.245
7.74	median	44.7280	32.5401	9.7187	7.0704	37.456
7.75	1	44.8451	32.5251	9.7219	7.0510	37.880
7.75	2	44.8070	32.5749	9.7136	7.0618	37.551
7.75	3	44.8501	32.5642	9.7230	7.0595	37.729
7.75	median	44.8451	32.5642	9.7219	7.0595	37.714
7.76	1	44.9271	32.5921	9.7174	7.0495	37.845
7.76	2	45.0199	32.6982	9.7375	7.0724	37.683
7.76	3	44.9810	32.6331	9.7291	7.0583	37.839
7.76	median	44.9810	32.6331	9.7291	7.0583	37.839
7.77	1	45.0940	32.7060	9.7261	7.0542	37.877
7.77	2	45.0959	32.7308	9.7265	7.0595	37.779
7.77	3	45.1419	32.7132	9.7364	7.0557	37.993
7.77	median	45.0959	32.7132	9.7265	7.0557	37.853
7.78	1	45.2061	32.7640	9.7242	7.0478	37.975
7.78	2	45.2259	32.8410	9.7284	7.0644	37.710
7.78	3	45.2361	32.7950	9.7306	7.0545	37.935
7.78	median	45.2259	32.7950	9.7284	7.0545	37.903
7.79	1	45.3079	32.8541	9.7187	7.0473	37.907
7.79	2	45.3341	32.9461	9.7244	7.0671	37.601
7.79	3	45.2731	32.8660	9.7113	7.0499	37.751
7.79	median	45.3079	32.8660	9.7187	7.0499	37.856
7.80	1	45.3949	32.9189	9.7153	7.0452	37.900
7.80	2	45.3820	32.9380	9.7126	7.0493	37.781
7.80	3	45.4528	32.9599	9.7277	7.0540	37.903
7.80	median	45.3949	32.9380	9.7153	7.0493	37.819
7.81	1	45.5182	33.0601	9.7196	7.0594	37.683
7.81	2	45.5220	33.0782	9.7204	7.0633	37.618
7.81	3	45.5680	33.1171	9.7303	7.0716	37.597
7.81	median	45.5220	33.0782	9.7204	7.0633	37.618
7.82	1	45.7480	33.2050	9.7414	7.0705	37.775
7.82	2	45.6960	33.1450	9.7303	7.0577	37.868
7.82	3	45.6722	33.1190	9.7252	7.0522	37.903
7.82	median	45.6960	33.1450	9.7303	7.0577	37.868
7.83	1	45.7981	33.2348	9.7261	7.0581	37.801
7.83	2	45.8829	33.2479	9.7441	7.0609	38.001
7.83	3	45.8701	33.2260	9.7414	7.0562	38.054
7.83	median	45.8701	33.2348	9.7414	7.0581	38.017
7.84	1	45.9080	33.3300	9.7223	7.0585	37.739
7.84	2	45.9511	33.3781	9.7314	7.0687	37.669
7.84	3	45.9819	33.3259	9.7379	7.0577	37.976
7.84	median	45.9511	33.3300	9.7314	7.0585	37.868
7.85	1	45.9731	33.3769	9.7141	7.0525	37.740
7.85	2	46.0231	33.4530	9.7247	7.0686	37.576
7.85	3	46.0060	33.4229	9.7211	7.0623	37.648
7.85	median	46.0060	33.4229	9.7211	7.0623	37.648
7.86	1	46.1669	33.4520	9.7331	7.0525	38.009
7.86	2	46.1359	33.5050	9.7266	7.0637	37.698
7.86	3	46.1230	33.4852	9.7238	7.0595	37.741
7.86	median	46.1359	33.4852	9.7266	7.0595	37.780
7.87	1	46.2120	33.5338	9.7155	7.0501	37.807
7.87	2	46.3080	33.5362	9.7357	7.0506	38.083
7.87	3	46.2718	33.5269	9.7281	7.0486	38.015
7.87	median	46.2718	33.5338	9.7281	7.0501	37.985
7.88	1	46.3989	33.5941	9.7291	7.0441	38.117
7.88	2	46.4129	33.6330	9.7320	7.0523	37.998
7.88	3	46.3982	33.6490	9.7289	7.0556	37.889
7.88	median	46.3989	33.6330	9.7291	7.0523	37.956
7.89	1	46.5999	33.6962	9.7441	7.0459	38.295
7.89	2	46.5310	33.7198	9.7297	7.0509	37.992
7.89	3	46.5481	33.7210	9.7333	7.0511	38.039
7.89	median	46.5481	33.7198	9.7333	7.0509	38.043
7.90	1	46.5970	33.8149	9.7217	7.0549	37.801
7.90	2	46.6440	33.8202	9.7315	7.0560	37.918
7.90	3	46.6499	33.8321	9.7328	7.0585	37.888
7.90	median	46.6440	33.8202	9.7315	7.0560	37.918
7.91	1	46.7000	33.9470	9.7214	7.0666	37.568
7.91	2	46.7038	34.0190	9.7222	7.0816	37.288
7.91	3	46.7310	33.9210	9.7278	7.0612	37.764
7.91	median	46.7038	33.9470	9.7222	7.0666	37.580
7.92	1	46.8249	33.9730	9.7205	7.0525	37.831
7.92	2	46.9100	33.9911	9.7382	7.0563	38.007
7.92	3	46.8349	33.9789	9.7226	7.0538	37.835
7.92	median	46.8349	33.9789	9.7226	7.0538	37.835
7.93	1	47.0529	34.0362	9.7422	7.0471	38.244
7.93	2	47.0328	34.1210	9.7380	7.0647	37.840
7.93	3	46.9930	34.0638	9.7298	7.0528	37.957
7.93	median	47.0328	34.0638	9.7380	7.0528	38.073
7.94	1	47.0579	34.1420	9.7164	7.0496	37.829
7.94	2	47.0738	34.2028	9.7197	7.0621	37.632
7.94	3	47.0641	34.1899	9.7177	7.0594	37.656
7.94	median	47.0641	34.1899	9.7177	7.0594	37.656
7.95	1	47.2281	34.2910	9.7298	7.0646	37.726
7.95	2	47.1990	34.2610	9.7238	7.0584	37.762
7.95	3	47.1590	34.2720	9.7156	7.0606	37.603
7.95	median	47.1990	34.2720	9.7238	7.0606	37.719
7.96	1	47.3080	34.3180	9.7246	7.0544	37.852
7.96	2	47.3020	34.3790	9.7234	7.0669	37.591
7.96	3	47.2939	34.3230	9.7217	7.0554	37.791
7.96	median	47.3020	34.3230	9.7234	7.0554	37.815
7.97	1	47.4241	34.4291	9.7217	7.0578	37.744
7.97	2	47.4682	34.4429	9.7308	7.0606	37.818
7.97	3	47.4341	34.4081	9.7238	7.0535	37.858
7.97	median	47.4341	34.4291	9.7238	7.0578	37.774
7.98	1	47.6511	34.4579	9.7428	7.0453	38.288
7.98	2	47.5991	34.5001	9.7322	7.0539	37.969
7.98	3	47.6120	34.5290	9.7348	7.0598	37.891
7.98	median	47.6120	34.5001	9.7348	7.0539	38.006
7.99	1	47.7328	34.6239	9.7328	7.0599	37.860
7.99	2	47.6890	34.6141	9.7239	7.0579	37.773
7.99	3	47.6892	34.6088	9.7239	7.0568	37.795
7.99	median	47.6892	34.6141	9.7239	7.0579	37.773
8.00	1	47.8110	34.6730	9.7272	7.0542	37.892
8.00	2	47.8671	34.6830	9.7386	7.0563	38.013
8.00	3	47.7710	34.7340	9.7190	7.0667	37.532
8.00	median	47.8110	34.6830	9.7272	7.0563	37.851
8.01	1	47.9150	34.8189	9.7268	7.0683	37.612
8.01	2	47.9159	34.8752	9.7270	7.0797	37.393
8.01	3	47.9450	34.8170	9.7329	7.0679	37.706
8.01	median	47.9159	34.8189	9.7270	7.0683	37.614
8.02	1	48.1000	34.9591	9.7377	7.0774	37.589
8.02	2	48.0781	34.9488	9.7333	7.0753	37.567
8.02	3	48.0940	34.9309	9.7365	7.0717	37.683
8.02	median	48.0940	34.9488	9.7365	7.0753	37.613
8.03	1	48.1870	35.0070	9.7301	7.0687	37.650
8.03	2	48.2051	35.0740	9.7337	7.0822	37.439
8.03	3	48.2500	35.0270	9.7428	7.0728	37.750
8.03	median	48.2051	35.0270	9.7337	7.0728	37.622
8.04	1	48.2590	35.1219	9.7181	7.0726	37.405
8.04	2	48.2900	35.1281	9.7243	7.0739	37.467
8.04	3	48.3050	35.1579	9.7274	7.0799	37.395
8.04	median	48.2900	35.1281	9.7243	7.0739	37.467
8.05	1	48.4159	35.1782	9.7283	7.0684	37.631
8.05	2	48.4438	35.2311	9.7339	7.0790	37.504
8.05	3	48.3501	35.1810	9.7150	7.0690	37.431
8.05	median	48.4159	35.1810	9.7283	7.0690	37.619
8.06	1	48.5129	35.2569	9.7263	7.0686	37.599
8.06	2	48.5551	35.2759	9.7348	7.0725	37.643
8.06	3	48.5289	35.2540	9.7295	7.0681	37.654
8.06	median	48.5289	35.2569	9.7295	7.0686	37.644
8.07	1	48.6300	35.3711	9.7234	7.0723	37.486
8.07	2	48.6751	35.3699	9.7324	7.0721	37.617
8.07	3	48.7239	35.4080	9.7422	7.0797	37.608
8.07	median	48.6751	35.3711	9.7324	7.0723	37.613
8.08	1	48.8760	35.4650	9.7474	7.0728	37.815
8.08	2	48.8770	35.4559	9.7476	7.0710	37.853
8.08	3	48.8648	35.5401	9.7452	7.0878	37.493
8.08	median	48.8760	35.4650	9.7474	7.0728	37.815
8.09	1	48.9950	35.5480	9.7447	7.0702	37.828
8.09	2	48.9202	35.5990	9.7299	7.0804	37.420
8.09	3	48.8958	35.5611	9.7250	7.0728	37.499
8.09	median	48.9202	35.5611	9.7299	7.0728	37.568
8.10	1	49.0260	35.5792	9.7296	7.0610	37.794
8.10	2	49.0389	35.6619	9.7322	7.0774	37.511
8.10	3	49.0050	35.5852	9.7254	7.0622	37.711
8.10	median	49.0260	35.5852	9.7296	7.0622	37.770
8.11	1	49.1951	35.7599	9.7418	7.0814	37.569
8.11	2	49.1550	35.7940	9.7339	7.0881	37.327
8.11	3	49.2110	35.8109	9.7450	7.0915	37.418
8.11	median	49.1951	35.7940	9.7418	7.0881	37.439
8.12	1	49.3331	35.8431	9.7429	7.0787	37.637
8.12	2	49.3431	35.8341	9.7449	7.0769	37.700
8.12	3	49.2980	35.8520	9.7360	7.0805	37.504
8.12	median	49.3331	35.8431	9.7429	7.0787	37.637
8.13	1	49.4599	35.9299	9.7429	7.0777	37.656
8.13	2	49.5520	35.9800	9.7610	7.0876	37.719
8.13	3	49.5040	35.8901	9.7516	7.0698	37.933
8.13	median	49.5040	35.9299	9.7516	7.0777	37.779
8.14	1	49.5040	36.0110	9.7254	7.0746	37.469
8.14	2	49.5479	36.0460	9.7340	7.0815	37.457
8.14	3	49.5009	36.0670	9.7248	7.0856	37.247
8.14	median	49.5040	36.0460	9.7254	7.0815	37.335
8.15	1	49.6550	36.0980	9.7339	7.0763	37.556
8.15	2	49.6211	36.1321	9.7272	7.0830	37.332
8.15	3	49.5820	36.1211	9.7196	7.0808	37.267
8.15	median	49.6211	36.1211	9.7272	7.0808	37.374
8.16	1	49.7131	36.1650	9.7241	7.0741	37.461
8.16	2	49.7670	36.1710	9.7347	7.0752	37.589
8.16	3	49.7770	36.2148	9.7366	7.0838	37.449
8.16	median	49.7670	36.1710	9.7347	7.0752	37.589
8.17	1	49.9191	36.2899	9.7383	7.0795	37.556
8.17	2	49.8929	36.2601	9.7332	7.0737	37.597
8.17	3	49.9609	36.2501	9.7465	7.0717	37.824
8.17	median	49.9191	36.2601	9.7383	7.0737	37.669
8.18	1	50.1058	36.3071	9.7499	7.0648	38.007
8.18	2	50.1161	36.3791	9.7518	7.0788	37.761
8.18	3	50.0920	36.3231	9.7472	7.0679	37.908
8.18	median	50.1058	36.3231	9.7499	7.0679	37.946
8.19	1	50.1161	36.4351	9.7258	7.0708	37.549
8.19	2	50.2300	36.4690	9.7479	7.0774	37.733
8.19	3	50.1170	36.4769	9.7260	7.0789	37.394
8.19	median	50.1170	36.4690	9.7260	7.0774	37.423
8.20	1	50.2589	36.5050	9.7325	7.0691	37.677
8.20	2	50.2551	36.5388	9.7317	7.0756	37.539
8.20	3	50.2419	36.5200	9.7292	7.0720	37.574
8.20	median	50.2551	36.5200	9.7317	7.0720	37.609
8.21	1	50.3750	36.7150	9.7339	7.0944	37.205
